spkid,GM,diameter,extent,class
3486098,,2.581,,MBA
3515744,,2.484,,MBA
3508378,,3.305,,MBA
3485802,,2.462,,MBA
3513881,,2.498,,MBA
3486301,,3.621,,MBA
3485805,,3.119,,MBA
3485963,,1.365,,MBA
3514567,,2.952,,MBA
3496532,,3.843,,MBA
3532467,,2.599,,MBA
3541429,,2.5,,MBA
3486425,,2.675,,OMB
3486428,,2.611,,MBA
3515082,,2.461,,MBA
3486478,,1.671,,AMO
3516662,,1.727,,MBA
3487356,,2.052,,MBA
3496556,,2.348,,MBA
3490930,,0.892,,AMO
3525642,,2.985,,MBA
3525643,,1.793,,MBA
3525648,,3.396,,MBA
3525650,,1.416,,MBA
3525656,,2.299,,MBA
3525659,,3.654,,MBA
3525673,,1.592,,MBA
3525674,,1.568,,MBA
3525680,,5.134,,OMB
3525682,,2.592,,OMB
3525683,,2.064,,MBA
3525685,,1.307,,IMB
3525687,,2.629,,MBA
3525690,,3.562,,MBA
3525691,,3.347,,MBA
3525692,,3.878,,MBA
3525693,,2.403,,IMB
3525694,,2.115,,MBA
3525695,,1.883,,MBA
3525704,,4.802,,MBA
3525716,,2.5,,MBA
3525724,,1.688,,MBA
3525729,,2.852,,MBA
3525730,,5.666,,OMB
3525736,,2.375,,MBA
3525738,,4.599,,MBA
3525746,,5.397,,OMB
3525761,,1.79,,MBA
3525764,,2.1,,MBA
3525775,,3.173,,MBA
3525782,,1.943,,MBA
3525783,,3.627,,MBA
3525784,,2.172,,MBA
3525795,,5.301,,MBA
3525796,,2.965,,MBA
3525803,,2.495,,MBA
3525808,,4.228,,MBA
3525810,,2.12,,MBA
3525811,,1.948,,MBA
3525821,,4.027,,MBA
3525824,,4.328,,OMB
3525827,,4.223,,MBA
3525828,,1.926,,MBA
3525830,,4.661,,MBA
3525832,,2.226,,MBA
3525834,,4.253,,OMB
3525835,,1.932,,MBA
3525836,,1.5,,MBA
3525837,,3.025,,MBA
3525838,,1.718,,MBA
3525841,,3.05,,MBA
3525843,,3.133,,MBA
3525858,,1.595,,MBA
3525863,,3.104,,MBA
3525866,,1.862,,MBA
3525869,,2.477,,OMB
3525879,,3.197,,MBA
3525881,,2.404,,MBA
3525884,,1.455,,MBA
3525886,,1.617,,MBA
3525891,,1.857,,MBA
3525896,,2.617,,OMB
3525902,,2.376,,MBA
3525903,,1.78,,MBA
3525905,,1.507,,MBA
3525908,,3.696,,MBA
3525920,,1.963,,MBA
3525922,,2.036,,MBA
3525924,,2.974,,MBA
3525926,,1.908,,MBA
3525928,,1.625,,MBA
3525929,,3.311,,MBA
3525930,,1.897,,MBA
3525938,,3.78,,MBA
3525939,,3.236,,MBA
3525944,,1.883,,MBA
3525948,,4.716,,OMB
3525950,,2.911,,MBA
3525953,,2.748,,MBA
3525960,,1.966,,MBA
3525963,,3.092,,MBA
3525964,,3.744,,MBA
3525965,,2.765,,MBA
3525971,,3.18,,MBA
3525973,,2.815,,MBA
3525987,,2.7,,MBA
3525995,,1.809,,MBA
3525996,,4.126,,MBA
3525999,,1.938,,MBA
3526012,,2.719,,MBA
3526015,,3.618,,MBA
3526023,,2.543,,MBA
3526025,,4,,MBA
3526028,,2.846,,MBA
3526030,,2.684,,MBA
3526034,,1.682,,MBA
3526042,,2.395,,MBA
3526050,,2.003,,MBA
3526055,,3.374,,MBA
3526058,,2.693,,MBA
3526061,,1.559,,MBA
3526063,,2.514,,MBA
3526067,,1.429,,MCA
3526072,,2.032,,MBA
3526073,,1.568,,MBA
3526077,,2.713,,MBA
3526081,,3.437,,OMB
3526086,,1.422,,MBA
3526087,,2.878,,MBA
3526094,,4.594,,MBA
3526095,,2.598,,MBA
3526097,,3.682,,MBA
3526101,,3.62,,MBA
3526109,,1.965,,MBA
3526113,,3.383,,MBA
3526126,,3.751,,MBA
3526131,,3.394,,MBA
3526135,,5.491,,MBA
3526138,,1.28,,MBA
3526152,,1.686,,MBA
3526168,,3.986,,MBA
3526179,,1.983,,OMB
3526181,,2.255,,MBA
3526184,,2.903,,MBA
3526186,,1.441,,MBA
3526187,,2.723,,MBA
3526194,,2.654,,MBA
3526195,,1.922,,MBA
3526196,,3.401,,MBA
3526198,,2.416,,MBA
3526208,,2.444,,MBA
3526209,,1.816,,MBA
3526212,,1.756,,MBA
3526214,,4.252,,OMB
3526215,,1.731,,MBA
3526218,,1.945,,MBA
3526221,,2.625,,MBA
3526223,,3.727,,MBA
3526225,,3.555,,MBA
3526229,,2.207,,MBA
3526237,,6.47,,MBA
3526242,,2.839,,MBA
3526245,,4.578,,MBA
3526248,,2.408,,OMB
3526250,,2.576,,MBA
3526253,,1.957,,MBA
3526258,,1.286,,MBA
3526260,,1.74,,MBA
3526265,,2.344,,MBA
3526266,,2.61,,MBA
3526267,,1.991,,MBA
3526268,,3.499,,MBA
3526275,,2.346,,MBA
3526279,,1.349,,IMB
3526286,,3.253,,MBA
3526289,,4.247,,MBA
3526292,,1.409,,MBA
3526297,,3.058,,MBA
3526301,,4.918,,MBA
3526302,,2.918,,MBA
3526311,,2.461,,OMB
3526312,,2.205,,MBA
3526314,,2.144,,MBA
3526319,,2.727,,MBA
3526324,,2.208,,MBA
3526330,,1.78,,MBA
3526332,,4.439,,MBA
3526345,,4.372,,OMB
3526352,,3.384,,MBA
3526353,,3.157,,MBA
3526354,,2.566,,MBA
3525641,,1.947,,MCA
3526364,,2.639,,MBA
3526368,,3.909,,MBA
3526369,,1.463,,MBA
3526383,,1.686,,MBA
3526386,,2.916,,MBA
3526392,,2.089,,MBA
3526393,,4.441,,OMB
3526399,,2.001,,MBA
3526401,,4,,MBA
3526403,,2.06,,MBA
3526405,,2.553,,MBA
3526409,,2.23,,MBA
3526413,,4.828,,MBA
3526414,,2.71,,MBA
3526415,,2.144,,MBA
3526417,,2.334,,MBA
3526424,,2.738,,MBA
3526431,,1.92,,MBA
3526433,,1.971,,MBA
3526436,,1.299,,MBA
3526452,,2.135,,MBA
3526457,,2.803,,MBA
3526462,,2.763,,MBA
3526466,,3.02,,MBA
3526473,,2.567,,MBA
3526474,,3.732,,MBA
3526475,,2.172,,MBA
3526478,,3.853,,MBA
3526482,,2.244,,MBA
3526483,,2.263,,MBA
3526496,,2.116,,MBA
3526497,,1.649,,IMB
3526498,,3.216,,OMB
3526501,,4.065,,MBA
3526502,,3.042,,MBA
3526503,,4.748,,MBA
3526506,,2.222,,MBA
3526507,,3.851,,OMB
3526510,,4.654,,MBA
3526512,,3.196,,MBA
3526515,,2.631,,MBA
3526521,,2.636,,MBA
3526522,,3.452,,MBA
3526526,,2.571,,MBA
3526529,,3.597,,MBA
3526531,,2.351,,MBA
3529629,,1.251,,MBA
3526540,,2.268,,MBA
3526542,,1.404,,MBA
3526544,,2.463,,MBA
3526545,,4.812,,MBA
3526549,,4.775,,MBA
3526565,,3.951,,MBA
3526566,,1.986,,MBA
3526572,,3.053,,MBA
3526573,,2.516,,MBA
3526574,,2.031,,MBA
3526575,,1.643,,MBA
3526585,,2.29,,MBA
3526593,,2.144,,MBA
3526618,,1.665,,MBA
3526622,,1.998,,MBA
3530486,,1.568,,IMB
3530487,,1.625,,MBA
3530490,,1.221,,MBA
3530491,,2.796,,MBA
3530493,,1.831,,MBA
3530494,,2.24,,MBA
3530505,,2.181,,MBA
3530506,,1.503,,MBA
3530507,,1.889,,MBA
3530516,,2.33,,MBA
3530522,,3.681,,MBA
3530523,,2.185,,MBA
3530524,,2.58,,MBA
3530525,,2.815,,MBA
3530527,,4.734,,MBA
3530528,,2.387,,MBA
3530534,,1.658,,MBA
3530539,,2.177,,MBA
3530540,,2.546,,MBA
3530543,,2.485,,MBA
3592426,,3.035,,MBA
3530558,,3.263,,MBA
3530562,,3.065,,MBA
3530565,,1.285,,MBA
3530579,,1.706,,MBA
3530589,,2.282,,MBA
3530595,,3.649,,MBA
3530598,,3.451,,MBA
3530614,,1.301,,MBA
3485971,,0.08,,APO
3486329,,0.363,,AMO
3486442,,0.118,,ATE
3515770,,3.625,,MBA
3506987,,2.422,,MBA
3530618,,2.778,,MBA
3530620,,3.625,,MBA
3530626,,3.066,,OMB
3530631,,2.583,,MBA
3530637,,2.007,,MBA
3530639,,3.134,,MBA
3530646,,1.732,,MBA
3530647,,2.2,,MBA
3530649,,2.568,,MBA
3530651,,1.337,,MBA
3530653,,2.721,,MBA
3530655,,2.062,,MBA
3530657,,1.999,,OMB
3530659,,2.3,,MBA
3530660,,1.419,,MBA
3530665,,2.186,,MBA
3530667,,1.876,,MBA
3530668,,2.884,,MBA
3804675,,3.162,,MBA
3530671,,2.602,,MBA
3530674,,2.258,,OMB
3530680,,1.836,,MBA
3530687,,2.605,,MBA
3530688,,1.551,,MBA
3530696,,1.741,,MBA
3530697,,3.094,,MBA
3530699,,2.386,,MBA
3530700,,2.98,,MBA
3530704,,2.563,,MBA
3530705,,1.215,,MBA
3530706,,2.011,,MBA
3530707,,1.449,,MBA
3530708,,2.404,,MBA
3530719,,3.535,,OMB
3530720,,4.679,,OMB
3530722,,4.098,,MBA
3557104,,3.72,,OMB
3530727,,2.807,,MBA
3530731,,3.249,,MBA
3530735,,2.321,,MBA
3530743,,2.345,,MBA
3530746,,2.356,,MBA
3530750,,2.782,,MBA
3530751,,2.414,,MBA
3530757,,1.937,,MBA
3530758,,2.594,,MBA
3530762,,2.637,,MBA
3530765,,3.112,,MBA
3530770,,2.242,,MBA
3530778,,2.003,,MBA
3530781,,1.956,,MBA
3530787,,3.64,,MBA
3530794,,3.212,,MBA
3530796,,1.363,,MBA
3530815,,4.278,,OMB
3530816,,2.648,,MBA
3530823,,1.985,,MBA
3530825,,2.83,,MBA
3530826,,2.793,,MBA
3530834,,2.732,,MBA
3530836,,2.177,,MBA
3530839,,2.354,,MBA
3530842,,2.671,,MBA
3530843,,1.53,,MBA
3530851,,2.372,,MBA
3530852,,2.737,,OMB
3530854,,2.499,,MBA
3530862,,1.842,,MBA
3530864,,1.986,,MBA
3530866,,2.178,,MBA
3530867,,2.01,,MBA
3530870,,3.723,,MBA
3530878,,2.48,,MBA
3530879,,2.347,,MBA
3530881,,2.364,,MBA
3530882,,1.308,,MBA
3530894,,2.036,,MBA
3530897,,2.206,,MBA
3530901,,5.117,,OMB
3530903,,2.337,,MBA
3530905,,1.638,,MBA
3541790,,2.388,,MBA
3530911,,2.97,,MBA
3530912,,4.499,,OMB
3530921,,2.656,,OMB
3530929,,2.734,,MBA
3530932,,2.436,,MBA
3530943,,1.626,,MBA
3530944,,2.131,,MBA
3530946,,1.82,,MBA
3530955,,2.091,,MBA
3530957,,3.669,,OMB
3530970,,2.051,,MBA
3530977,,3.301,,MBA
3530981,,3.101,,MBA
3541792,,4.106,,OMB
3530985,,3.045,,MBA
3530993,,2.496,,MBA
3531000,,3.587,,OMB
3531006,,2.881,,MBA
3531013,,3.11,,MBA
3531019,,3.932,,OMB
3531022,,2.555,,MBA
3531031,,4.487,,MBA
3531039,,3.604,,OMB
3531043,,2.01,,MBA
3531044,,3.555,,OMB
3531049,,3.366,,MBA
3531057,,1.48,,MBA
3531058,,2.516,,MBA
3531064,,1.918,,MBA
3531065,,1.839,,MBA
3531074,,2.399,,MBA
3531082,,2.175,,MBA
3531083,,3.061,,MBA
3531090,,2.23,,MBA
3531093,,2.551,,MBA
3531095,,1.99,,MBA
3531099,,1.652,,MBA
3531108,,2.413,,MBA
3531110,,2.18,,MBA
3531112,,5.871,,OMB
3531121,,2.895,,MBA
3531124,,3.647,,MBA
3531127,,2.465,,MBA
3531130,,2.453,,MBA
3531133,,1.799,,MBA
3531134,,3.582,,OMB
3541793,,3.202,,OMB
3531150,,2.561,,MBA
3531153,,1.908,,MBA
3531155,,2.18,,MBA
3531159,,2.097,,MBA
3531164,,2.939,,MBA
3531165,,2.623,,MBA
3531167,,2.398,,MBA
3531168,,2.205,,MBA
3531173,,1.873,,MBA
3531174,,1.803,,MBA
3531177,,1.951,,MBA
3531179,,2.66,,MBA
3531183,,3.634,,OMB
3531184,,1.791,,MBA
3531191,,1.947,,MBA
3531194,,3.037,,MBA
3531198,,2.201,,MBA
3531199,,3.17,,MBA
3531204,,3.672,,MBA
3531212,,2.618,,MBA
3573274,,3.395,,MBA
3531217,,2.717,,MBA
3531219,,3.135,,MBA
3531220,,2.626,,MBA
3531224,,5.948,,OMB
3531226,,2.531,,MBA
3531227,,4.417,,MBA
3542469,,1.653,,MBA
3531228,,2.747,,MBA
3531234,,3.181,,MBA
3531240,,3.591,,OMB
3531244,,2.602,,MBA
3531250,,2.279,,MBA
3531253,,2.636,,MBA
3531266,,2.655,,MBA
3531268,,1.228,,MBA
3531272,,2.359,,MBA
3541796,,3.681,,MBA
3531279,,2.542,,MBA
3531280,,2.131,,MBA
3531281,,3.376,,OMB
3531282,,3.633,,MBA
3531284,,3.084,,MBA
3531287,,2.153,,MBA
3531291,,2.012,,MBA
3531292,,2.24,,MBA
3531294,,1.685,,MBA
3531297,,1.673,,MBA
3531299,,4.377,,MBA
3531301,,3.164,,MCA
3531302,,2.629,,MBA
3531305,,3.179,,MBA
3531310,,2.062,,MBA
3531312,,3.167,,MBA
3531313,,2.948,,MBA
3531318,,2.591,,MBA
3531319,,1.847,,MBA
3531320,,1.724,,MBA
3531322,,1.934,,MBA
3531323,,3.605,,MBA
3531325,,3.053,,MBA
3531327,,1.636,,IMB
3531337,,3.596,,MBA
3531338,,1.371,,MBA
3531340,,2.008,,MBA
3531341,,1.982,,MBA
3531344,,1.987,,MBA
3531350,,2.424,,MBA
3531361,,3.22,,MBA
3531364,,2.749,,MBA
3531369,,2.114,,MBA
3531374,,4.068,,MBA
3531375,,3.289,,MBA
3531380,,2.019,,MBA
3531381,,3.447,,MBA
3531383,,2.131,,MBA
3531389,,2.825,,MBA
3531390,,1.762,,MBA
3531399,,2.218,,MBA
3531407,,2.845,,MBA
3531410,,2.805,,MBA
3541797,,3.408,,OMB
3531414,,2.643,,MBA
3531422,,1.413,,MBA
3531427,,1.534,,MBA
3531430,,2.147,,MBA
3531436,,2.696,,MBA
3531449,,2.455,,MBA
3531450,,3.312,,MBA
3531451,,2.726,,MBA
3531452,,2.645,,MBA
3531453,,2.693,,MBA
3531457,,2.463,,MBA
3531458,,1.565,,MBA
3531464,,2.574,,MBA
3531468,,3.541,,MBA
3531472,,2.152,,MBA
3531475,,2.219,,MBA
3531480,,2.398,,MBA
3531483,,2.309,,MBA
3531485,,2.713,,MBA
3531487,,1.864,,MBA
3531489,,1.247,,MBA
3541798,,4.061,,MBA
3531493,,1.895,,MBA
3531494,,2.748,,MBA
3531495,,1.771,,MBA
3531498,,2.216,,MBA
3531501,,1.881,,MBA
3531506,,1.87,,MBA
3531513,,2.184,,MBA
3531517,,3.131,,MBA
3531518,,2.06,,MBA
3531519,,3.462,,MBA
3531522,,2.572,,MBA
3531527,,4.041,,MBA
3531535,,4.421,,OMB
3531539,,2.074,,MBA
3531542,,2.359,,MBA
3541799,,3.205,,MBA
3531544,,2.562,,MBA
3592478,,2.289,,MBA
3531557,,2.602,,MBA
3531560,,4.275,,MBA
3531562,,3.097,,MBA
3531569,,2.776,,OMB
3531572,,4.787,,OMB
3531574,,2.618,,MBA
3531575,,1.525,,MBA
3531576,,3.032,,MBA
3531578,,2.017,,MBA
3531589,,2.086,,MBA
3531603,,1.154,,MBA
3531611,,1.877,,MBA
3531623,,3.284,,MBA
3531630,,3.99,,MBA
3531634,,2.109,,MBA
3531637,,3.886,,MBA
3531641,,1.958,,MBA
3531648,,2.503,,MBA
3531651,,2.573,,MBA
3531652,,3.499,,MBA
3531667,,2.382,,MBA
3531668,,1.5,,MBA
3531669,,2.783,,MBA
3531677,,5.411,,MBA
3531678,,3.932,,MBA
3531683,,2.134,,MBA
3531691,,2.396,,MBA
3531692,,1.941,,MBA
3531693,,3.634,,MBA
3531694,,2.238,,MBA
3532471,,2.164,,MBA
3532477,,2.301,,MBA
3532478,,1.884,,IMB
3532480,,1.425,,MBA
3532486,,2.264,,MBA
3532497,,2.302,,MBA
3532502,,1.586,,MBA
3532509,,2.28,,MBA
3532513,,2.156,,MBA
3532515,,3.63,,OMB
3532517,,2.012,,MBA
3532522,,2.824,,MBA
3532526,,2.512,,MBA
3532537,,2.291,,MBA
3532539,,3.64,,OMB
3532548,,3.106,,OMB
3532557,,3.16,,MBA
3532558,,2.314,,MBA
3532561,,2.426,,MBA
3532566,,2.809,,MBA
3545387,,2.741,,MBA
3532573,,2.186,,MBA
3532575,,3.871,,MBA
3532582,,2.645,,MBA
3532583,,2.782,,MBA
3532586,,3.717,,MBA
3532587,,3.762,,MBA
3532588,,2.077,,MBA
3532591,,2.277,,MBA
3532592,,5.495,,MBA
3532600,,1.88,,MBA
3532603,,2.171,,OMB
3532606,,1.811,,MBA
3532610,,2.891,,MBA
3532619,,3.013,,MBA
3532620,,5.713,,OMB
3532626,,1.666,,MBA
3532635,,2.177,,MBA
3532638,,2.502,,MBA
3532654,,2.875,,OMB
3532658,,2.9,,MBA
3532671,,2.899,,MBA
3532680,,3.676,,MBA
3532685,,2.993,,MBA
3541802,,4.943,,OMB
3532692,,4.073,,MBA
3532697,,2.84,,MBA
3532706,,2.449,,MBA
3532710,,4.49,,MBA
3532714,,3.477,,MBA
3532715,,1.169,,MBA
3532718,,3.182,,MBA
3532723,,4.627,,MBA
3532725,,2.654,,MBA
3532729,,2.052,,MBA
3532738,,3.804,,MBA
3532742,,4.867,,OMB
3532747,,3.092,,MBA
3532751,,2.338,,MBA
3532753,,3.102,,MBA
3532755,,2.091,,MBA
3532758,,2.734,,MBA
3532761,,2.149,,MBA
3532766,,2.899,,MBA
3532769,,2.408,,MBA
3532781,,3.86,,MBA
3532787,,2.254,,MBA
3532793,,3.637,,MBA
3532794,,2.741,,MBA
3532800,,1.721,,MBA
3532802,,2.355,,MBA
3532804,,2.772,,MBA
3532807,,3.18,,MBA
3532808,,2.587,,MBA
3532812,,3.756,,MBA
3532821,,2.572,,MBA
3532822,,2.19,,MBA
3532824,,2.841,,MBA
3532825,,2.859,,OMB
3532831,,2.049,,MBA
3532852,,4.08,,MBA
3532857,,2.681,,IMB
3532858,,2.557,,MBA
3532860,,3.401,,MBA
3532868,,1.757,,MBA
3532869,,2.388,,MBA
3532870,,2.09,,MBA
3532871,,2.043,,MBA
3532872,,3.443,,MBA
3532873,,1.394,,MBA
3532876,,2.087,,MBA
3532883,,2.554,,MBA
3532884,,5.066,,OMB
3532885,,2.152,,MBA
3532887,,2.759,,MBA
3532895,,2.432,,MBA
3532896,,3.566,,MBA
3532900,,5.117,,OMB
3532902,,4.541,,OMB
3532904,,3.465,,MBA
3532905,,3.624,,MBA
3532913,,3.209,,MBA
3532915,,5.483,,MBA
3532917,,2.574,,MBA
3532932,,1.537,,MCA
3532935,,3.557,,MBA
3532938,,4.532,,MBA
3532941,,1.712,,MBA
3532942,,2.409,,MBA
3532949,,2.215,,MBA
3532950,,2.207,,OMB
3532955,,2.804,,MBA
3532962,,4.191,,MBA
3532964,,1.206,,MBA
3532970,,1.438,,IMB
3532972,,3.996,,OMB
3532973,,4.211,,MBA
3532977,,2.48,,MBA
3532996,,2.703,,MBA
3533005,,2.666,,MBA
3533015,,2.507,,MBA
3533030,,2.367,,MBA
3533031,,2.365,,MBA
3533034,,1.726,,MBA
3533037,,3.439,,MBA
3533042,,3.34,,OMB
3533045,,2.58,,MBA
3533053,,3.247,,MBA
3533054,,3.297,,MBA
3533057,,1.242,,MBA
3533060,,2.454,,MBA
3533086,,2.746,,MBA
3533093,,3.084,,MBA
3533110,,2.935,,MBA
3533112,,6.212,,MBA
3533114,,2.096,,MBA
3533115,,2.88,,OMB
3533117,,2.083,,MBA
3533119,,3.262,,MBA
3533126,,2.177,,MBA
3533133,,3.725,,MBA
3533134,,1.803,,MBA
3533135,,2.064,,MBA
3533138,,1.481,,MBA
3533141,,2.677,,MBA
3533144,,1.687,,MBA
3533148,,2.833,,MBA
3533161,,5.182,,MBA
3533164,,0.867,,MCA
3533165,,2.478,,MBA
3533166,,1.976,,MBA
3533168,,2.093,,MBA
3533170,,1.814,,MBA
3533172,,2.47,,MBA
3533173,,2.59,,MBA
3533176,,2.809,,MBA
3533178,,2.046,,MBA
3533185,,2.05,,MBA
3533193,,2.266,,MBA
3533197,,2.552,,MBA
3533200,,3.802,,MBA
3533206,,2.432,,MBA
3560778,,1.086,,MBA
3533209,,1.825,,MBA
3533210,,4.314,,MBA
3533211,,2.056,,MBA
3533212,,4.226,,MBA
3533216,,3.812,,OMB
3533225,,2.866,,OMB
3533233,,3.398,,MBA
3533237,,3.315,,MBA
3533239,,1.516,,MBA
3560780,,1.632,,MBA
3533250,,2.782,,MBA
3533255,,3.326,,MBA
3533256,,3.832,,OMB
3533259,,5.114,,OMB
3533261,,2.235,,MBA
3533266,,2.989,,MBA
3533272,,2.887,,MBA
3533274,,4.38,,OMB
3542557,,1.837,,MBA
3542558,,2.62,,MBA
3542559,,1.85,,MBA
3542565,,1.923,,MBA
3542572,,3.031,,MBA
3542573,,1.617,,IMB
3542587,,0.961,,MBA
3542592,,1.75,,MBA
3542593,,2.719,,MBA
3542594,,2.973,,MBA
3542595,,2.534,,MBA
3542602,,3.215,,OMB
3542603,,5.092,,MBA
3542605,,1.319,,IMB
3542607,,1.68,,MBA
3542611,,1.636,,MBA
3542612,,1.714,,MBA
3542613,,3.309,,MBA
3542614,,2.227,,MBA
3542615,,3.544,,MBA
3542621,,2.951,,OMB
3542622,,2.072,,MBA
3542625,,3.145,,MBA
3542629,,1.293,,MBA
3542631,,4.365,,MBA
3542632,,1.98,,MBA
3542635,,2.913,,MBA
3542636,,2.105,,MBA
3542647,,2.417,,MBA
3542651,,3.197,,MBA
3542653,,3.812,,MBA
3542656,,1.606,,OMB
3542660,,1.794,,MBA
3542673,,2.281,,MBA
3542678,,2.411,,MBA
3542681,,1.943,,MBA
3542682,,1.477,,MBA
3542691,,2.441,,MBA
3542692,,2.973,,MBA
3542694,,2.822,,MBA
3542697,,2.786,,MBA
3542700,,2.412,,MBA
3542706,,1.717,,MBA
3542709,,2.512,,MBA
3542710,,3.305,,MBA
3542711,,2.092,,MBA
3542713,,2.343,,MBA
3542714,,2.286,,MBA
3542720,,2.938,,MBA
3542724,,1.448,,OMB
3542731,,3.204,,MBA
3542738,,1.748,,MBA
3542741,,2.581,,MBA
3542745,,3.346,,MBA
3542755,,3.007,,MBA
3542761,,3.47,,MBA
3542762,,3.52,,MBA
3542766,,2.49,,MBA
3542771,,2.712,,MBA
3542774,,1.833,,MBA
3542778,,2.489,,MBA
3542779,,3.118,,MBA
3542781,,2.694,,MBA
3542792,,1.67,,MBA
3542801,,3.111,,MBA
3542806,,2.556,,MBA
3542813,,1.516,,IMB
3542820,,1.932,,MBA
3542823,,1.547,,MBA
3542829,,2.812,,MBA
3542833,,2.075,,MBA
3542835,,2.908,,MBA
3542843,,2.243,,MBA
3542846,,3.265,,MBA
3542849,,2.317,,MBA
3542851,,2.389,,MBA
3542852,,3.69,,MBA
3542857,,2.681,,MBA
3542859,,1.738,,MBA
3542861,,2.483,,MBA
3542862,,4.599,,MBA
3542863,,3.206,,MBA
3542864,,2.339,,MBA
3542865,,1.804,,MBA
3542869,,6.602,,MBA
3542870,,2.894,,MBA
3542874,,1.593,,MBA
3542880,,2.385,,MBA
3542885,,3.046,,MBA
3542887,,3.479,,MBA
3542890,,2.66,,MBA
3542892,,2.986,,MBA
3542895,,3.242,,MBA
3542897,,1.659,,MBA
3542902,,2.905,,MBA
3542904,,2.315,,MBA
3542906,,3.013,,MBA
3542907,,2.501,,MBA
3542908,,3.35,,MBA
3542910,,2.929,,MBA
3542914,,2.345,,MBA
3542918,,1.747,,MBA
3542922,,3.222,,MBA
3542923,,2.006,,MBA
3542929,,2.833,,MBA
3542937,,1.297,,IMB
3542938,,2.653,,MBA
3542939,,2.848,,MBA
3542946,,2.711,,MBA
3542948,,4.978,,MBA
3542951,,1.782,,MBA
3542952,,4.921,,OMB
3542961,,3.371,,MBA
3542974,,3.828,,MBA
3542975,,2.435,,MBA
3542976,,2.494,,MBA
3542978,,2.559,,MBA
3542984,,1.462,,MBA
3542988,,1.859,,MBA
3542992,,1.694,,MBA
3543003,,2.076,,MBA
3507159,,3.683,,OMB
3507954,,1.987,,MBA
3506989,,1.168,,AMO
3507926,,2.495,,MBA
3507928,,3.354,,MBA
3507183,,0.084,,APO
3507935,,2.147,,MBA
3508512,,4.245,,MBA
3511897,,2.7,,OMB
3507936,,1.572,,IMB
3507960,,1.558,,MBA
3507968,,2.717,,MBA
3507971,,2.23,,MBA
3507975,,3.412,,MBA
3507983,,4.704,,MBA
3507993,,3.009,,MBA
3507994,,3.595,,MBA
3507998,,1.583,,MBA
3508010,,3.361,,MBA
3508012,,1.411,,MBA
3508014,,3.339,,OMB
3508020,,1.856,,MBA
3508047,,3.61,,MBA
3508049,,4.584,,MBA
3508051,,3.414,,MBA
3508052,,2.823,,MBA
3508062,,2.67,,MBA
3508069,,2.719,,MBA
3508095,,4.839,,MBA
3508096,,3.857,,MBA
3508100,,4.011,,MBA
3508542,,2.806,,MBA
3508543,,2.07,,MBA
3508555,,2.686,,OMB
3508556,,1.717,,MBA
3508557,,3.248,,MBA
3508561,,3.183,,MBA
3508565,,2,,MBA
3508570,,3.049,,MBA
3508573,,1.77,,MBA
3508582,,2.867,,MBA
3508583,,2.428,,MBA
3508588,,1.937,,MBA
3508607,,1.763,,MBA
3508608,,3.145,,MBA
3508617,,2.603,,MBA
3508622,,2.585,,MBA
3508637,,1.512,,MBA
3508638,,2.996,,MBA
3508644,,2.104,,MBA
3508656,,2.39,,MBA
3508659,,2.92,,MBA
3508667,,1.595,,MBA
3508106,,0.394,,AMO
3508677,,3.618,,MBA
3518389,,2.845,,MBA
3508110,,0.104,,APO
3522163,,2.61,,MBA
3519541,,3.472,,MBA
3526722,,3.84,,OMB
3508874,,2.846,,MBA
3508876,,1.902,,MBA
3512364,,2.236,,MBA
3520329,,4.047,,MBA
3508947,,1.276,,MBA
3508948,,2.116,,MBA
3518392,,3.311,,MBA
3508127,,0.34,,APO
3508128,,0.034,,APO
3508977,,2.703,,MBA
3508988,,2.941,,MBA
3508993,,1.308,,MBA
3508995,,2.564,,MBA
3509002,,2.671,,MBA
3509003,,3.928,,OMB
3509004,,2.144,,MBA
3509013,,2.273,,MBA
3509014,,2.838,,MBA
3509017,,1.686,,MBA
3509019,,2.125,,MBA
3509022,,2.245,,MBA
3509023,,2.557,,MBA
3509026,,1.543,,MBA
3509028,,2.516,,OMB
3509031,,2.842,,MBA
3509043,,2.255,,MBA
3509048,,2.044,,MBA
3509055,,2.174,,MBA
3509060,,3.221,,MBA
3509067,,3.588,,MBA
3509070,,3.074,,MBA
3509076,,2.396,,MBA
3509079,,2.897,,MBA
3509087,,4.562,,MBA
3509088,,2.34,,MBA
3509094,,4.053,,MBA
3509096,,4.043,,MBA
3509100,,2.311,,MBA
3509112,,2.189,,MBA
3509118,,2.181,,MBA
3509124,,2.275,,MBA
3509134,,2.882,,MBA
3509140,,4.075,,OMB
3509141,,2.312,,MBA
3509147,,3.12,,MBA
3509148,,2.134,,MBA
3509155,,2.583,,MBA
3509159,,4.294,,MBA
3509164,,2.755,,MBA
3509165,,2.21,,MBA
3509168,,3.859,,MBA
3509170,,3.126,,OMB
3509184,,3.954,,MBA
3509185,,2.631,,OMB
3509190,,4.235,,MBA
3509193,,1.74,,MBA
3509197,,4.869,,MBA
3509202,,2.819,,OMB
3509215,,3.212,,MBA
3508166,,0.352,,APO
3508131,,0.198,,APO
3508132,,0.242,,APO
3508133,,0.083,,APO
3508135,,0.176,,APO
3509230,,3.802,,MBA
3511057,,1.303,,MBA
3509247,,2.813,,MBA
3509254,,1.016,,MCA
3509257,,1.455,,MBA
